id;replicate;temperature;salinity;treatment;species;date;day;cells_per_ml;biovol_per_ml;counts;grid_count;magnification;grid area;biovolume
28;4;22;15;monoculture;heterosigma;17.01.21;14;358976,00;174763875,84;632,00;6,00;40,00;0,06;486,84
29;1;22;30;monoculture;heterosigma;17.01.21;14;287976,00;140198235,84;507,00;6,00;40,00;0,06;486,84
30;2;22;30;monoculture;heterosigma;17.01.21;14;299904,00;146005263,36;528,00;6,00;40,00;0,06;486,84
31;3;22;30;monoculture;heterosigma;17.01.21;14;361816,00;176146501,44;637,00;6,00;40,00;0,06;486,84
32;4;22;30;monoculture;heterosigma;17.01.21;14;255600,00;124436304,00;450,00;6,00;40,00;0,06;486,84
33;1;22;15;monoculture;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
34;2;22;15;monoculture;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
35;3;22;15;monoculture;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
36;4;22;15;monoculture;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
37;1;22;30;monoculture;heterocapsa;17.01.21;14;315240,00;35984646,00;555,00;6,00;40,00;0,06;114,15
38;2;22;30;monoculture;heterocapsa;17.01.21;14;327168,00;37346227,20;576,00;6,00;40,00;0,06;114,15
39;3;22;30;monoculture;heterocapsa;17.01.21;14;290248,00;33131809,20;511,00;6,00;40,00;0,06;114,15
40;4;22;30;monoculture;heterocapsa;17.01.21;14;297064,00;33909855,60;523,00;6,00;40,00;0,06;114,15
41;1;22;15;competition;heterosigma;17.01.21;14;323760,00;157619318,40;570,00;6,00;40,00;0,06;486,84
41;1;22;15;competition;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;17.01.21;14;391920,00;190802332,80;690,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;17.01.21;14;353296,00;171998624,64;622,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;17.01.21;14;391920,00;190802332,80;690,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;17.01.21;14;0,00;0,00;0,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;17.01.21;14;155064,00;75491357,76;273,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;17.01.21;14;114736,00;13097114,40;202,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;17.01.21;14;149952,00;73002631,68;264,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;17.01.21;14;160744,00;18348927,60;283,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;17.01.21;14;201640,00;98166417,60;355,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;17.01.21;14;118712,00;13550974,80;209,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;17.01.21;14;155064,00;75491357,76;273,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;17.01.21;14;157336,00;17959904,40;277,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;19.01.21;16;372040,00;181123953,60;655,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;19.01.21;16;353296,00;171998624,64;622,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;19.01.21;16;344776,00;167850747,84;607,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;19.01.21;16;397600,00;193567584,00;700,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;19.01.21;16;333984,00;162596770,56;588,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;19.01.21;16;214136,00;104249970,24;377,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;19.01.21;16;301608,00;146834838,72;531,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;19.01.21;16;373176,00;181677003,84;657,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;19.01.21;16;428840,00;48952086,00;755,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;19.01.21;16;473144,00;54009387,60;833,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;19.01.21;16;435656,00;49730132,40;767,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;19.01.21;16;401008,00;45775063,20;706,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;19.01.21;16;263552,00;128307655,68;464,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;19.01.21;16;156768,00;76320933,12;276,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;19.01.21;16;11928,00;1361581,20;21,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;19.01.21;16;209024,00;101761244,16;368,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;19.01.21;16;568,00;64837,20;1,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;19.01.21;16;215840,00;105079545,60;380,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;19.01.21;16;7952,00;907720,80;14,00;6,00;40,00;0,06;114,15
21;1;15;30;competition;heterosigma;19.01.21;16;36920,00;17974132,80;65,00;6,00;40,00;0,06;486,84
21;1;15;30;competition;heterocapsa;19.01.21;16;458944,00;52388457,60;808,00;6,00;40,00;0,06;114,15
22;2;15;30;competition;heterosigma;19.01.21;16;35784,00;17421082,56;63,00;6,00;40,00;0,06;486,84
22;2;15;30;competition;heterocapsa;19.01.21;16;415776,00;47460830,40;732,00;6,00;40,00;0,06;114,15
23;3;15;30;competition;heterosigma;19.01.21;16;51120,00;24887260,80;90,00;6,00;40,00;0,06;486,84
23;3;15;30;competition;heterocapsa;19.01.21;16;384536,00;43894784,40;677,00;6,00;40,00;0,06;114,15
24;4;15;30;competition;heterosigma;19.01.21;16;34648,00;16868032,32;61,00;6,00;40,00;0,06;486,84
24;4;15;30;competition;heterocapsa;19.01.21;16;475984,00;54333573,60;838,00;6,00;40,00;0,06;114,15
25;1;22;15;monoculture;heterosigma;19.01.21;16;443040,00;215689593,60;780,00;6,00;40,00;0,06;486,84
26;2;22;15;monoculture;heterosigma;19.01.21;16;404416,00;196885885,44;712,00;6,00;40,00;0,06;486,84
27;3;22;15;monoculture;heterosigma;19.01.21;16;447584,00;217901794,56;788,00;6,00;40,00;0,06;486,84
28;4;22;15;monoculture;heterosigma;19.01.21;16;410096,00;199651136,64;722,00;6,00;40,00;0,06;486,84
29;1;22;30;monoculture;heterosigma;19.01.21;16;289680,00;141027811,20;510,00;6,00;40,00;0,06;486,84
30;2;22;30;monoculture;heterosigma;19.01.21;16;272072,00;132455532,48;479,00;6,00;40,00;0,06;486,84
31;3;22;30;monoculture;heterosigma;19.01.21;16;364088,00;177252601,92;641,00;6,00;40,00;0,06;486,84
32;4;22;30;monoculture;heterosigma;19.01.21;16;329440,00;160384569,60;580,00;6,00;40,00;0,06;486,84
33;1;22;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
34;2;22;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
35;3;22;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
36;4;22;15;monoculture;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
37;1;22;30;monoculture;heterocapsa;19.01.21;16;277184,00;31640553,60;488,00;6,00;40,00;0,06;114,15
38;2;22;30;monoculture;heterocapsa;19.01.21;16;290248,00;33131809,20;511,00;6,00;40,00;0,06;114,15
39;3;22;30;monoculture;heterocapsa;19.01.21;16;210160,00;23989764,00;370,00;6,00;40,00;0,06;114,15
40;4;22;30;monoculture;heterocapsa;19.01.21;16;252760,00;28852554,00;445,00;6,00;40,00;0,06;114,15
41;1;22;15;competition;heterosigma;19.01.21;16;459512,00;223708822,08;809,00;6,00;40,00;0,06;486,84
41;1;22;15;competition;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;19.01.21;16;441904,00;215136543,36;778,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;19.01.21;16;461784,00;224814922,56;813,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;19.01.21;16;381128,00;185548355,52;671,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;19.01.21;16;0,00;0,00;0,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;19.01.21;16;231176,00;112545723,84;407,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;19.01.21;16;98832,00;11281672,80;174,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;19.01.21;16;246512,00;120011902,08;434,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;19.01.21;16;95424,00;10892649,60;168,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;19.01.21;16;244240,00;118905801,60;430,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;19.01.21;16;130640,00;14912556,00;230,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;19.01.21;16;220952,00;107568271,68;389,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;19.01.21;16;115304,00;13161951,60;203,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;21.01.21;18;423728,00;206287739,52;746,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;21.01.21;18;402712,00;196056310,08;709,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;21.01.21;18;434520,00;211541716,80;765,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;21.01.21;18;448152,00;218178319,68;789,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;21.01.21;18;421456,00;205181639,04;742,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;21.01.21;18;366360,00;178358702,40;645,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;21.01.21;18;352160,00;171445574,40;620,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;21.01.21;18;416344,00;202692912,96;733,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;21.01.21;18;419184,00;47849853,60;738,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;21.01.21;18;437360,00;49924644,00;770,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;21.01.21;18;454400,00;51869760,00;800,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;21.01.21;18;428840,00;48952086,00;755,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;21.01.21;18;314104,00;152918391,36;553,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;21.01.21;18;4544,00;518697,60;8,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;21.01.21;18;264688,00;128860705,92;466,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;21.01.21;18;568,00;64837,20;1,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;21.01.21;18;294792,00;143516537,28;519,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;21.01.21;18;1136,00;129674,40;2,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;21.01.21;18;289680,00;141027811,20;510,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;21.01.21;18;10224,00;1167069,60;18,00;6,00;40,00;0,06;114,15
21;1;15;30;competition;heterosigma;21.01.21;18;45440,00;22122009,60;80,00;6,00;40,00;0,06;486,84
21;1;15;30;competition;heterocapsa;21.01.21;18;379424,00;43311249,60;668,00;6,00;40,00;0,06;114,15
22;2;15;30;competition;heterosigma;21.01.21;18;52824,00;25716836,16;93,00;6,00;40,00;0,06;486,84
22;2;15;30;competition;heterocapsa;21.01.21;18;437360,00;49924644,00;770,00;6,00;40,00;0,06;114,15
23;3;15;30;competition;heterosigma;21.01.21;18;46008,00;22398534,72;81,00;6,00;40,00;0,06;486,84
23;3;15;30;competition;heterocapsa;21.01.21;18;386808,00;44154133,20;681,00;6,00;40,00;0,06;114,15
24;4;15;30;competition;heterosigma;21.01.21;18;42032,00;20462858,88;74,00;6,00;40,00;0,06;486,84
24;4;15;30;competition;heterocapsa;21.01.21;18;355000,00;40523250,00;625,00;6,00;40,00;0,06;114,15
25;1;22;15;monoculture;heterosigma;21.01.21;18;448720,00;218454844,80;790,00;6,00;40,00;0,06;486,84
26;2;22;15;monoculture;heterosigma;21.01.21;18;460080,00;223985347,20;810,00;6,00;40,00;0,06;486,84
27;3;22;15;monoculture;heterosigma;21.01.21;18;426568,00;207670365,12;751,00;6,00;40,00;0,06;486,84
28;4;22;15;monoculture;heterosigma;21.01.21;18;450992,00;219560945,28;794,00;6,00;40,00;0,06;486,84
29;1;22;30;monoculture;heterosigma;21.01.21;18;344776,00;167850747,84;607,00;6,00;40,00;0,06;486,84
30;2;22;30;monoculture;heterosigma;21.01.21;18;353296,00;171998624,64;622,00;6,00;40,00;0,06;486,84
31;3;22;30;monoculture;heterosigma;21.01.21;18;438496,00;213477392,64;772,00;6,00;40,00;0,06;486,84
32;4;22;30;monoculture;heterosigma;21.01.21;18;336256,00;163702871,04;592,00;6,00;40,00;0,06;486,84
33;1;22;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
34;2;22;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
35;3;22;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
36;4;22;15;monoculture;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
37;1;22;30;monoculture;heterocapsa;21.01.21;18;159040,00;18154416,00;280,00;6,00;40,00;0,06;114,15
38;2;22;30;monoculture;heterocapsa;21.01.21;18;191416,00;21850136,40;337,00;6,00;40,00;0,06;114,15
39;3;22;30;monoculture;heterocapsa;21.01.21;18;139160,00;15885114,00;245,00;6,00;40,00;0,06;114,15
40;4;22;30;monoculture;heterocapsa;21.01.21;18;207888,00;23730415,20;366,00;6,00;40,00;0,06;114,15
41;1;22;15;competition;heterosigma;21.01.21;18;498704,00;242789055,36;878,00;6,00;40,00;0,06;486,84
41;1;22;15;competition;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;21.01.21;18;444744,00;216519168,96;783,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;21.01.21;18;458944,00;223432296,96;808,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;21.01.21;18;422024,00;205458164,16;743,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;21.01.21;18;0,00;0,00;0,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;21.01.21;18;297064,00;144622637,76;523,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;21.01.21;18;40896,00;4668278,40;72,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;21.01.21;18;322056,00;156789743,04;567,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;21.01.21;18;29536,00;3371534,40;52,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;21.01.21;18;298768,00;145452213,12;526,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;21.01.21;18;39760,00;4538604,00;70,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;21.01.21;18;282296,00;137432984,64;497,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;21.01.21;18;35216,00;4019906,40;62,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;23.01.21;20;481096,00;234216776,64;847,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;23.01.21;20;389080,00;189419707,20;685,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;23.01.21;20;466328,00;227027123,52;821,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;23.01.21;20;428840,00;208776465,60;755,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;23.01.21;20;416344,00;202692912,96;733,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;23.01.21;20;363520,00;176976076,80;640,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;23.01.21;20;362952,00;176699551,68;639,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;23.01.21;20;426568,00;207670365,12;751,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;23.01.21;20;340800,00;38902320,00;600,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;23.01.21;20;416344,00;47525667,60;733,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;23.01.21;20;333984,00;38124273,60;588,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;23.01.21;20;428840,00;48952086,00;755,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;23.01.21;20;305584,00;148770514,56;538,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;23.01.21;20;18176,00;2074790,40;32,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;23.01.21;20;362952,00;176699551,68;639,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;23.01.21;20;14200,00;1620930,00;25,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;23.01.21;20;401008,00;195226734,72;706,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;23.01.21;20;8520,00;972558,00;15,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;23.01.21;20;373744,00;181953528,96;658,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;23.01.21;20;21016,00;2398976,40;37,00;6,00;40,00;0,06;114,15
21;1;15;30;competition;heterosigma;23.01.21;20;67024,00;32629964,16;118,00;6,00;40,00;0,06;486,84
21;1;15;30;competition;heterocapsa;23.01.21;20;356704,00;40717761,60;628,00;6,00;40,00;0,06;114,15
22;2;15;30;competition;heterosigma;23.01.21;20;123824,00;60282476,16;218,00;6,00;40,00;0,06;486,84
22;2;15;30;competition;heterocapsa;23.01.21;20;364656,00;41625482,40;642,00;6,00;40,00;0,06;114,15
23;3;15;30;competition;heterosigma;23.01.21;20;69864,00;34012589,76;123,00;6,00;40,00;0,06;486,84
23;3;15;30;competition;heterocapsa;23.01.21;20;281160,00;32094414,00;495,00;6,00;40,00;0,06;114,15
24;4;15;30;competition;heterosigma;23.01.21;20;74408,00;36224790,72;131,00;6,00;40,00;0,06;486,84
24;4;15;30;competition;heterocapsa;23.01.21;20;365224,00;41690319,60;643,00;6,00;40,00;0,06;114,15
25;1;22;15;monoculture;heterosigma;23.01.21;20;419752,00;204352063,68;739,00;6,00;40,00;0,06;486,84
26;2;22;15;monoculture;heterosigma;23.01.21;20;431680,00;210159091,20;760,00;6,00;40,00;0,06;486,84
27;3;22;15;monoculture;heterosigma;23.01.21;20;455536,00;221773146,24;802,00;6,00;40,00;0,06;486,84
28;4;22;15;monoculture;heterosigma;23.01.21;20;414640,00;201863337,60;730,00;6,00;40,00;0,06;486,84
29;1;22;30;monoculture;heterosigma;23.01.21;20;326032,00;158725418,88;574,00;6,00;40,00;0,06;486,84
30;2;22;30;monoculture;heterosigma;23.01.21;20;444744,00;216519168,96;783,00;6,00;40,00;0,06;486,84
31;3;22;30;monoculture;heterosigma;23.01.21;20;423728,00;206287739,52;746,00;6,00;40,00;0,06;486,84
32;4;22;30;monoculture;heterosigma;23.01.21;20;321488,00;156513217,92;566,00;6,00;40,00;0,06;486,84
33;1;22;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
34;2;22;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
35;3;22;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
36;4;22;15;monoculture;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
37;1;22;30;monoculture;heterocapsa;23.01.21;20;63616,00;7261766,40;112,00;6,00;40,00;0,06;114,15
38;2;22;30;monoculture;heterocapsa;23.01.21;20;6248,00;713209,20;11,00;6,00;40,00;0,06;114,15
39;3;22;30;monoculture;heterocapsa;23.01.21;20;54528,00;6224371,20;96,00;6,00;40,00;0,06;114,15
40;4;22;30;monoculture;heterocapsa;23.01.21;20;58504,00;6678231,60;103,00;6,00;40,00;0,06;114,15
41;1;22;15;competition;heterosigma;23.01.21;20;468032,00;227856698,88;824,00;6,00;40,00;0,06;486,84
41;1;22;15;competition;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
42;2;22;15;competition;heterosigma;23.01.21;20;504384,00;245554306,56;888,00;6,00;40,00;0,06;486,84
42;2;22;15;competition;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
43;3;22;15;competition;heterosigma;23.01.21;20;443040,00;215689593,60;780,00;6,00;40,00;0,06;486,84
43;3;22;15;competition;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
44;4;22;15;competition;heterosigma;23.01.21;20;448152,00;218178319,68;789,00;6,00;40,00;0,06;486,84
44;4;22;15;competition;heterocapsa;23.01.21;20;0,00;0,00;0,00;6,00;40,00;0,06;114,15
45;1;22;30;competition;heterosigma;23.01.21;20;306720,00;149323564,80;540,00;6,00;40,00;0,06;486,84
45;1;22;30;competition;heterocapsa;23.01.21;20;19312,00;2204464,80;34,00;6,00;40,00;0,06;114,15
46;2;22;30;competition;heterosigma;23.01.21;20;335688,00;163426345,92;591,00;6,00;40,00;0,06;486,84
46;2;22;30;competition;heterocapsa;23.01.21;20;6248,00;713209,20;11,00;6,00;40,00;0,06;114,15
47;3;22;30;competition;heterosigma;23.01.21;20;357840,00;174210825,60;630,00;6,00;40,00;0,06;486,84
47;3;22;30;competition;heterocapsa;23.01.21;20;13064,00;1491255,60;23,00;6,00;40,00;0,06;114,15
48;4;22;30;competition;heterosigma;23.01.21;20;350456,00;170615999,04;617,00;6,00;40,00;0,06;486,84
48;4;22;30;competition;heterocapsa;23.01.21;20;11360,00;1296744,00;20,00;6,00;40,00;0,06;114,15
1;1;15;15;monoculture;heterosigma;25.01.21;22;504952,00;245830831,68;889,00;6,00;40,00;0,06;486,84
2;2;15;15;monoculture;heterosigma;25.01.21;22;481096,00;234216776,64;847,00;6,00;40,00;0,06;486,84
3;3;15;15;monoculture;heterosigma;25.01.21;22;500976,00;243895155,84;882,00;6,00;40,00;0,06;486,84
4;4;15;15;monoculture;heterosigma;25.01.21;22;544712,00;265187590,08;959,00;6,00;40,00;0,06;486,84
5;1;15;30;monoculture;heterosigma;25.01.21;22;475984,00;231728050,56;838,00;6,00;40,00;0,06;486,84
6;2;15;30;monoculture;heterosigma;25.01.21;22;374880,00;182506579,20;660,00;6,00;40,00;0,06;486,84
7;3;15;30;monoculture;heterosigma;25.01.21;22;428272,00;208499940,48;754,00;6,00;40,00;0,06;486,84
8;4;15;30;monoculture;heterosigma;25.01.21;22;426000,00;207393840,00;750,00;6,00;40,00;0,06;486,84
9;1;15;15;monoculture;heterocapsa;25.01.21;22;0,00;0,00;0,00;6,00;40,00;0,06;114,15
10;2;15;15;monoculture;heterocapsa;25.01.21;22;0,00;0,00;0,00;6,00;40,00;0,06;114,15
11;3;15;15;monoculture;heterocapsa;25.01.21;22;0,00;0,00;0,00;6,00;40,00;0,06;114,15
12;4;15;15;monoculture;heterocapsa;25.01.21;22;0,00;0,00;0,00;6,00;40,00;0,06;114,15
13;1;15;30;monoculture;heterocapsa;25.01.21;22;231176,00;26388740,40;407,00;6,00;40,00;0,06;114,15
14;2;15;30;monoculture;heterocapsa;25.01.21;22;295928,00;33780181,20;521,00;6,00;40,00;0,06;114,15
15;3;15;30;monoculture;heterocapsa;25.01.21;22;249920,00;28528368,00;440,00;6,00;40,00;0,06;114,15
16;4;15;30;monoculture;heterocapsa;25.01.21;22;226064,00;25805205,60;398,00;6,00;40,00;0,06;114,15
17;1;15;15;competition;heterosigma;25.01.21;22;330008,00;160661094,72;581,00;6,00;40,00;0,06;486,84
17;1;15;15;competition;heterocapsa;25.01.21;22;10224,00;1167069,60;18,00;6,00;40,00;0,06;114,15
18;2;15;15;competition;heterosigma;25.01.21;22;378856,00;184442255,04;667,00;6,00;40,00;0,06;486,84
18;2;15;15;competition;heterocapsa;25.01.21;22;5680,00;648372,00;10,00;6,00;40,00;0,06;114,15
19;3;15;15;competition;heterosigma;25.01.21;22;396464,00;193014533,76;698,00;6,00;40,00;0,06;486,84
19;3;15;15;competition;heterocapsa;25.01.21;22;1704,00;194511,60;3,00;6,00;40,00;0,06;114,15
20;4;15;15;competition;heterosigma;25.01.21;22;323760,00;157619318,40;570,00;6,00;40,00;0,06;486,84
20;4;15;15;competition;heterocapsa;25.01.21;22;12496,00;1426418,40;22,00;6,00;40,00;0,06;114,15
